"deb_sem";"code";"sites";"occurence";"East";"South";"High_land";"Fringe";"excepted_East";"excepted_High_land";"weeks";"years"
"2013-09-23";"2013_39";"die";14;NA;NA;NA;NA;1;1;39;2013
"2014-09-22";"2014_39";"die";10;NA;NA;NA;NA;1;1;39;2014
"2015-09-21";"2015_39";"die";28;NA;NA;NA;NA;1;1;39;2015
"2007-10-01";"2007_40";"die";NA;NA;NA;NA;NA;1;1;40;2007
"2008-09-29";"2008_40";"die";7;NA;NA;NA;NA;1;1;40;2008
"2009-09-28";"2009_40";"die";24;NA;NA;NA;NA;1;1;40;2009
"2010-10-04";"2010_40";"die";20;NA;NA;NA;NA;1;1;40;2010
"2011-10-03";"2011_40";"die";19;NA;NA;NA;NA;1;1;40;2011
"2012-10-01";"2012_40";"die";5;NA;NA;NA;NA;1;1;40;2012
"2013-09-30";"2013_40";"die";16;NA;NA;NA;NA;1;1;40;2013
"2014-09-29";"2014_40";"die";11;NA;NA;NA;NA;1;1;40;2014
"2015-09-28";"2015_40";"die";17;NA;NA;NA;NA;1;1;40;2015
"2007-10-08";"2007_41";"die";NA;NA;NA;NA;NA;1;1;41;2007
"2008-10-06";"2008_41";"die";4;NA;NA;NA;NA;1;1;41;2008
"2009-10-05";"2009_41";"die";20;NA;NA;NA;NA;1;1;41;2009
"2010-10-11";"2010_41";"die";22;NA;NA;NA;NA;1;1;41;2010
"2011-10-10";"2011_41";"die";8;NA;NA;NA;NA;1;1;41;2011
"2012-10-08";"2012_41";"die";16;NA;NA;NA;NA;1;1;41;2012
"2013-10-07";"2013_41";"die";15;NA;NA;NA;NA;1;1;41;2013
"2014-10-06";"2014_41";"die";8;NA;NA;NA;NA;1;1;41;2014
"2015-10-05";"2015_41";"die";15;NA;NA;NA;NA;1;1;41;2015
"2007-10-15";"2007_42";"die";NA;NA;NA;NA;NA;1;1;42;2007
"2008-10-13";"2008_42";"die";6;NA;NA;NA;NA;1;1;42;2008
"2009-10-12";"2009_42";"die";33;NA;NA;NA;NA;1;1;42;2009
"2010-10-18";"2010_42";"die";19;NA;NA;NA;NA;1;1;42;2010
"2011-10-17";"2011_42";"die";7;NA;NA;NA;NA;1;1;42;2011
"2012-10-15";"2012_42";"die";10;NA;NA;NA;NA;1;1;42;2012
"2013-10-14";"2013_42";"die";14;NA;NA;NA;NA;1;1;42;2013
"2014-10-13";"2014_42";"die";23;NA;NA;NA;NA;1;1;42;2014
"2015-10-12";"2015_42";"die";19;NA;NA;NA;NA;1;1;42;2015
"2007-10-22";"2007_43";"die";NA;NA;NA;NA;NA;1;1;43;2007
"2008-10-20";"2008_43";"die";6;NA;NA;NA;NA;1;1;43;2008
"2009-10-19";"2009_43";"die";15;NA;NA;NA;NA;1;1;43;2009
"2010-10-25";"2010_43";"die";16;NA;NA;NA;NA;1;1;43;2010
"2011-10-24";"2011_43";"die";15;NA;NA;NA;NA;1;1;43;2011
"2012-10-22";"2012_43";"die";15;NA;NA;NA;NA;1;1;43;2012
"2013-10-21";"2013_43";"die";10;NA;NA;NA;NA;1;1;43;2013
"2014-10-20";"2014_43";"die";16;NA;NA;NA;NA;1;1;43;2014
"2015-10-19";"2015_43";"die";16;NA;NA;NA;NA;1;1;43;2015
"2007-10-29";"2007_44";"die";NA;NA;NA;NA;NA;1;1;44;2007
"2008-10-27";"2008_44";"die";11;NA;NA;NA;NA;1;1;44;2008
"2009-10-26";"2009_44";"die";21;NA;NA;NA;NA;1;1;44;2009
"2010-11-01";"2010_44";"die";9;NA;NA;NA;NA;1;1;44;2010
"2011-10-31";"2011_44";"die";6;NA;NA;NA;NA;1;1;44;2011
"2012-10-29";"2012_44";"die";4;NA;NA;NA;NA;1;1;44;2012
"2013-10-28";"2013_44";"die";12;NA;NA;NA;NA;1;1;44;2013
"2014-10-27";"2014_44";"die";21;NA;NA;NA;NA;1;1;44;2014
"2015-10-26";"2015_44";"die";23;NA;NA;NA;NA;1;1;44;2015
"2007-11-05";"2007_45";"die";NA;NA;NA;NA;NA;1;1;45;2007
"2008-11-03";"2008_45";"die";14;NA;NA;NA;NA;1;1;45;2008
"2009-11-02";"2009_45";"die";28;NA;NA;NA;NA;1;1;45;2009
"2010-11-08";"2010_45";"die";19;NA;NA;NA;NA;1;1;45;2010
"2011-11-07";"2011_45";"die";15;NA;NA;NA;NA;1;1;45;2011
"2012-11-05";"2012_45";"die";11;NA;NA;NA;NA;1;1;45;2012
"2013-11-04";"2013_45";"die";9;NA;NA;NA;NA;1;1;45;2013
"2014-11-03";"2014_45";"die";13;NA;NA;NA;NA;1;1;45;2014
"2015-11-02";"2015_45";"die";14;NA;NA;NA;NA;1;1;45;2015
"2007-11-12";"2007_46";"die";NA;NA;NA;NA;NA;1;1;46;2007
"2008-11-10";"2008_46";"die";10;NA;NA;NA;NA;1;1;46;2008
"2009-11-09";"2009_46";"die";24;NA;NA;NA;NA;1;1;46;2009
"2010-11-15";"2010_46";"die";19;NA;NA;NA;NA;1;1;46;2010
"2011-11-14";"2011_46";"die";16;NA;NA;NA;NA;1;1;46;2011
"2012-11-12";"2012_46";"die";23;NA;NA;NA;NA;1;1;46;2012
"2013-11-11";"2013_46";"die";20;NA;NA;NA;NA;1;1;46;2013
"2014-11-10";"2014_46";"die";22;NA;NA;NA;NA;1;1;46;2014
"2015-11-09";"2015_46";"die";24;NA;NA;NA;NA;1;1;46;2015
"2007-11-19";"2007_47";"die";NA;NA;NA;NA;NA;1;1;47;2007
"2008-11-17";"2008_47";"die";21;NA;NA;NA;NA;1;1;47;2008
"2009-11-16";"2009_47";"die";22;NA;NA;NA;NA;1;1;47;2009
"2010-11-22";"2010_47";"die";17;NA;NA;NA;NA;1;1;47;2010
"2011-11-21";"2011_47";"die";9;NA;NA;NA;NA;1;1;47;2011
"2012-11-19";"2012_47";"die";7;NA;NA;NA;NA;1;1;47;2012
"2013-11-18";"2013_47";"die";57;NA;NA;NA;NA;1;1;47;2013
"2014-11-17";"2014_47";"die";25;NA;NA;NA;NA;1;1;47;2014
"2015-11-16";"2015_47";"die";22;NA;NA;NA;NA;1;1;47;2015
"2007-11-26";"2007_48";"die";NA;NA;NA;NA;NA;1;1;48;2007
"2008-11-24";"2008_48";"die";29;NA;NA;NA;NA;1;1;48;2008
"2009-11-23";"2009_48";"die";11;NA;NA;NA;NA;1;1;48;2009
"2010-11-29";"2010_48";"die";13;NA;NA;NA;NA;1;1;48;2010
"2011-11-28";"2011_48";"die";29;NA;NA;NA;NA;1;1;48;2011
"2012-11-26";"2012_48";"die";NA;NA;NA;NA;NA;1;1;48;2012
"2013-11-25";"2013_48";"die";43;NA;NA;NA;NA;1;1;48;2013
"2014-11-24";"2014_48";"die";22;NA;NA;NA;NA;1;1;48;2014
"2015-11-23";"2015_48";"die";23;NA;NA;NA;NA;1;1;48;2015
"2007-12-03";"2007_49";"die";NA;NA;NA;NA;NA;1;1;49;2007
"2008-12-01";"2008_49";"die";14;NA;NA;NA;NA;1;1;49;2008
"2009-11-30";"2009_49";"die";21;NA;NA;NA;NA;1;1;49;2009
"2010-12-06";"2010_49";"die";23;NA;NA;NA;NA;1;1;49;2010
"2011-12-05";"2011_49";"die";33;NA;NA;NA;NA;1;1;49;2011
"2012-12-03";"2012_49";"die";36;NA;NA;NA;NA;1;1;49;2012
"2013-12-02";"2013_49";"die";54;NA;NA;NA;NA;1;1;49;2013
"2014-12-01";"2014_49";"die";35;NA;NA;NA;NA;1;1;49;2014
"2015-11-30";"2015_49";"die";13;NA;NA;NA;NA;1;1;49;2015
"2007-12-10";"2007_50";"die";NA;NA;NA;NA;NA;1;1;50;2007
"2008-12-08";"2008_50";"die";14;NA;NA;NA;NA;1;1;50;2008
"2009-12-07";"2009_50";"die";25;NA;NA;NA;NA;1;1;50;2009
"2010-12-13";"2010_50";"die";33;NA;NA;NA;NA;1;1;50;2010
"2011-12-12";"2011_50";"die";31;NA;NA;NA;NA;1;1;50;2011
"2012-12-10";"2012_50";"die";11;NA;NA;NA;NA;1;1;50;2012
"2013-12-09";"2013_50";"die";42;NA;NA;NA;NA;1;1;50;2013
"2014-12-08";"2014_50";"die";36;NA;NA;NA;NA;1;1;50;2014
"2015-12-07";"2015_50";"die";31;NA;NA;NA;NA;1;1;50;2015
"2007-12-17";"2007_51";"die";NA;NA;NA;NA;NA;1;1;51;2007
"2008-12-15";"2008_51";"die";9;NA;NA;NA;NA;1;1;51;2008
"2009-12-14";"2009_51";"die";33;NA;NA;NA;NA;1;1;51;2009
"2010-12-20";"2010_51";"die";24;NA;NA;NA;NA;1;1;51;2010
"2011-12-19";"2011_51";"die";31;NA;NA;NA;NA;1;1;51;2011
"2012-12-17";"2012_51";"die";17;NA;NA;NA;NA;1;1;51;2012
"2013-12-16";"2013_51";"die";53;NA;NA;NA;NA;1;1;51;2013
"2014-12-15";"2014_51";"die";39;NA;NA;NA;NA;1;1;51;2014
"2015-12-14";"2015_51";"die";26;NA;NA;NA;NA;1;1;51;2015
"2007-12-24";"2007_52";"die";NA;NA;NA;NA;NA;1;1;52;2007
"2008-12-22";"2008_52";"die";8;NA;NA;NA;NA;1;1;52;2008
"2009-12-21";"2009_52";"die";21;NA;NA;NA;NA;1;1;52;2009
"2010-12-27";"2010_52";"die";33;NA;NA;NA;NA;1;1;52;2010
"2011-12-26";"2011_52";"die";50;NA;NA;NA;NA;1;1;52;2011
"2012-12-24";"2012_52";"die";17;NA;NA;NA;NA;1;1;52;2012
"2013-12-23";"2013_52";"die";42;NA;NA;NA;NA;1;1;52;2013
"2014-12-22";"2014_52";"die";22;NA;NA;NA;NA;1;1;52;2014
"2015-12-21";"2015_52";"die";24;NA;NA;NA;NA;1;1;52;2015
"2009-12-28";"2009_53";"die";12;NA;NA;NA;NA;1;1;53;2009
"2015-12-28";"2015_53";"die";28;NA;NA;NA;NA;1;1;53;2015
"2007-12-31";"2008_01";"dri";NA;NA;NA;NA;NA;1;1;1;2008
"2008-12-29";"2009_01";"dri";NA;NA;NA;NA;NA;1;1;1;2009
"2010-01-04";"2010_01";"dri";NA;NA;NA;NA;NA;1;1;1;2010
"2011-01-03";"2011_01";"dri";NA;NA;NA;NA;NA;1;1;1;2011
"2012-01-02";"2012_01";"dri";8;NA;NA;NA;NA;1;1;1;2012
"2012-12-31";"2013_01";"dri";3;NA;NA;NA;NA;1;1;1;2013
"2013-12-30";"2014_01";"dri";7;NA;NA;NA;NA;1;1;1;2014
"2014-12-29";"2015_01";"dri";1;NA;NA;NA;NA;1;1;1;2015
"2016-01-04";"2016_01";"dri";13;NA;NA;NA;NA;1;1;1;2016
"2008-01-07";"2008_02";"dri";NA;NA;NA;NA;NA;1;1;2;2008
"2009-01-05";"2009_02";"dri";NA;NA;NA;NA;NA;1;1;2;2009
"2010-01-11";"2010_02";"dri";NA;NA;NA;NA;NA;1;1;2;2010
"2011-01-10";"2011_02";"dri";NA;NA;NA;NA;NA;1;1;2;2011
"2012-01-09";"2012_02";"dri";8;NA;NA;NA;NA;1;1;2;2012
"2013-01-07";"2013_02";"dri";7;NA;NA;NA;NA;1;1;2;2013
"2014-01-06";"2014_02";"dri";18;NA;NA;NA;NA;1;1;2;2014
"2015-01-05";"2015_02";"dri";11;NA;NA;NA;NA;1;1;2;2015
"2016-01-11";"2016_02";"dri";12;NA;NA;NA;NA;1;1;2;2016
"2008-01-14";"2008_03";"dri";NA;NA;NA;NA;NA;1;1;3;2008
"2009-01-12";"2009_03";"dri";NA;NA;NA;NA;NA;1;1;3;2009
"2010-01-18";"2010_03";"dri";NA;NA;NA;NA;NA;1;1;3;2010
"2011-01-17";"2011_03";"dri";NA;NA;NA;NA;NA;1;1;3;2011
"2012-01-16";"2012_03";"dri";9;NA;NA;NA;NA;1;1;3;2012
"2013-01-14";"2013_03";"dri";18;NA;NA;NA;NA;1;1;3;2013
"2014-01-13";"2014_03";"dri";21;NA;NA;NA;NA;1;1;3;2014
"2015-01-12";"2015_03";"dri";10;NA;NA;NA;NA;1;1;3;2015
"2016-01-18";"2016_03";"dri";20;NA;NA;NA;NA;1;1;3;2016
"2008-01-21";"2008_04";"dri";NA;NA;NA;NA;NA;1;1;4;2008
"2009-01-19";"2009_04";"dri";NA;NA;NA;NA;NA;1;1;4;2009
"2010-01-25";"2010_04";"dri";NA;NA;NA;NA;NA;1;1;4;2010
"2011-01-24";"2011_04";"dri";NA;NA;NA;NA;NA;1;1;4;2011
"2012-01-23";"2012_04";"dri";11;NA;NA;NA;NA;1;1;4;2012
"2013-01-21";"2013_04";"dri";22;NA;NA;NA;NA;1;1;4;2013
"2014-01-20";"2014_04";"dri";15;NA;NA;NA;NA;1;1;4;2014
"2015-01-19";"2015_04";"dri";12;NA;NA;NA;NA;1;1;4;2015
"2016-01-25";"2016_04";"dri";13;NA;NA;NA;NA;1;1;4;2016
"2008-01-28";"2008_05";"dri";NA;NA;NA;NA;NA;1;1;5;2008
"2009-01-26";"2009_05";"dri";NA;NA;NA;NA;NA;1;1;5;2009
"2010-02-01";"2010_05";"dri";NA;NA;NA;NA;NA;1;1;5;2010
"2011-01-31";"2011_05";"dri";NA;NA;NA;NA;NA;1;1;5;2011
"2012-01-30";"2012_05";"dri";20;NA;NA;NA;NA;1;1;5;2012
"2013-01-28";"2013_05";"dri";18;NA;NA;NA;NA;1;1;5;2013
"2014-01-27";"2014_05";"dri";31;NA;NA;NA;NA;1;1;5;2014
"2015-01-26";"2015_05";"dri";8;NA;NA;NA;NA;1;1;5;2015
"2016-02-01";"2016_05";"dri";7;NA;NA;NA;NA;1;1;5;2016
"2008-02-04";"2008_06";"dri";NA;NA;NA;NA;NA;1;1;6;2008
"2009-02-02";"2009_06";"dri";NA;NA;NA;NA;NA;1;1;6;2009
"2010-02-08";"2010_06";"dri";NA;NA;NA;NA;NA;1;1;6;2010
"2011-02-07";"2011_06";"dri";NA;NA;NA;NA;NA;1;1;6;2011
"2012-02-06";"2012_06";"dri";19;NA;NA;NA;NA;1;1;6;2012
"2013-02-04";"2013_06";"dri";6;NA;NA;NA;NA;1;1;6;2013
"2014-02-03";"2014_06";"dri";15;NA;NA;NA;NA;1;1;6;2014
"2015-02-02";"2015_06";"dri";12;NA;NA;NA;NA;1;1;6;2015
"2016-02-08";"2016_06";"dri";5;NA;NA;NA;NA;1;1;6;2016
"2008-02-11";"2008_07";"dri";NA;NA;NA;NA;NA;1;1;7;2008
"2009-02-09";"2009_07";"dri";NA;NA;NA;NA;NA;1;1;7;2009
"2010-02-15";"2010_07";"dri";NA;NA;NA;NA;NA;1;1;7;2010
"2011-02-14";"2011_07";"dri";NA;NA;NA;NA;NA;1;1;7;2011
"2012-02-13";"2012_07";"dri";20;NA;NA;NA;NA;1;1;7;2012
"2013-02-11";"2013_07";"dri";27;NA;NA;NA;NA;1;1;7;2013
"2014-02-10";"2014_07";"dri";23;NA;NA;NA;NA;1;1;7;2014
"2015-02-09";"2015_07";"dri";8;NA;NA;NA;NA;1;1;7;2015
"2016-02-15";"2016_07";"dri";4;NA;NA;NA;NA;1;1;7;2016
"2008-02-18";"2008_08";"dri";NA;NA;NA;NA;NA;1;1;8;2008
"2009-02-16";"2009_08";"dri";NA;NA;NA;NA;NA;1;1;8;2009
"2010-02-22";"2010_08";"dri";NA;NA;NA;NA;NA;1;1;8;2010
"2011-02-21";"2011_08";"dri";NA;NA;NA;NA;NA;1;1;8;2011
"2012-02-20";"2012_08";"dri";25;NA;NA;NA;NA;1;1;8;2012
"2013-02-18";"2013_08";"dri";16;NA;NA;NA;NA;1;1;8;2013
"2014-02-17";"2014_08";"dri";18;NA;NA;NA;NA;1;1;8;2014
"2015-02-16";"2015_08";"dri";14;NA;NA;NA;NA;1;1;8;2015
"2016-02-22";"2016_08";"dri";8;NA;NA;NA;NA;1;1;8;2016
"2008-02-25";"2008_09";"dri";NA;NA;NA;NA;NA;1;1;9;2008
"2009-02-23";"2009_09";"dri";NA;NA;NA;NA;NA;1;1;9;2009
"2010-03-01";"2010_09";"dri";NA;NA;NA;NA;NA;1;1;9;2010
"2011-02-28";"2011_09";"dri";NA;NA;NA;NA;NA;1;1;9;2011
"2012-02-27";"2012_09";"dri";22;NA;NA;NA;NA;1;1;9;2012
"2013-02-25";"2013_09";"dri";18;NA;NA;NA;NA;1;1;9;2013
"2014-02-24";"2014_09";"dri";16;NA;NA;NA;NA;1;1;9;2014
"2015-02-23";"2015_09";"dri";17;NA;NA;NA;NA;1;1;9;2015
"2016-02-29";"2016_09";"dri";10;NA;NA;NA;NA;1;1;9;2016
"2008-03-03";"2008_10";"dri";NA;NA;NA;NA;NA;1;1;10;2008
"2009-03-02";"2009_10";"dri";NA;NA;NA;NA;NA;1;1;10;2009
"2010-03-08";"2010_10";"dri";NA;NA;NA;NA;NA;1;1;10;2010
"2011-03-07";"2011_10";"dri";NA;NA;NA;NA;NA;1;1;10;2011
"2012-03-05";"2012_10";"dri";15;NA;NA;NA;NA;1;1;10;2012
"2013-03-04";"2013_10";"dri";4;NA;NA;NA;NA;1;1;10;2013
"2014-03-03";"2014_10";"dri";14;NA;NA;NA;NA;1;1;10;2014
"2015-03-02";"2015_10";"dri";5;NA;NA;NA;NA;1;1;10;2015
"2016-03-07";"2016_10";"dri";6;NA;NA;NA;NA;1;1;10;2016
"2008-03-10";"2008_11";"dri";NA;NA;NA;NA;NA;1;1;11;2008
"2009-03-09";"2009_11";"dri";NA;NA;NA;NA;NA;1;1;11;2009
"2010-03-15";"2010_11";"dri";NA;NA;NA;NA;NA;1;1;11;2010
"2011-03-14";"2011_11";"dri";NA;NA;NA;NA;NA;1;1;11;2011
"2012-03-12";"2012_11";"dri";20;NA;NA;NA;NA;1;1;11;2012
"2013-03-11";"2013_11";"dri";13;NA;NA;NA;NA;1;1;11;2013
"2014-03-10";"2014_11";"dri";17;NA;NA;NA;NA;1;1;11;2014
"2015-03-09";"2015_11";"dri";13;NA;NA;NA;NA;1;1;11;2015
"2016-03-14";"2016_11";"dri";1;NA;NA;NA;NA;1;1;11;2016
"2008-03-17";"2008_12";"dri";NA;NA;NA;NA;NA;1;1;12;2008
"2009-03-16";"2009_12";"dri";NA;NA;NA;NA;NA;1;1;12;2009
"2010-03-22";"2010_12";"dri";NA;NA;NA;NA;NA;1;1;12;2010
"2011-03-21";"2011_12";"dri";NA;NA;NA;NA;NA;1;1;12;2011
"2012-03-19";"2012_12";"dri";9;NA;NA;NA;NA;1;1;12;2012
"2013-03-18";"2013_12";"dri";15;NA;NA;NA;NA;1;1;12;2013
"2014-03-17";"2014_12";"dri";12;NA;NA;NA;NA;1;1;12;2014
"2015-03-16";"2015_12";"dri";6;NA;NA;NA;NA;1;1;12;2015
"2016-03-21";"2016_12";"dri";10;NA;NA;NA;NA;1;1;12;2016
"2008-03-24";"2008_13";"dri";NA;NA;NA;NA;NA;1;1;13;2008
"2009-03-23";"2009_13";"dri";NA;NA;NA;NA;NA;1;1;13;2009
"2010-03-29";"2010_13";"dri";NA;NA;NA;NA;NA;1;1;13;2010
"2011-03-28";"2011_13";"dri";NA;NA;NA;NA;NA;1;1;13;2011
"2012-03-26";"2012_13";"dri";5;NA;NA;NA;NA;1;1;13;2012
"2013-03-25";"2013_13";"dri";9;NA;NA;NA;NA;1;1;13;2013
"2014-03-24";"2014_13";"dri";7;NA;NA;NA;NA;1;1;13;2014
"2015-03-23";"2015_13";"dri";6;NA;NA;NA;NA;1;1;13;2015
"2016-03-28";"2016_13";"dri";0;NA;NA;NA;NA;1;1;13;2016
"2008-03-31";"2008_14";"dri";NA;NA;NA;NA;NA;1;1;14;2008
"2009-03-30";"2009_14";"dri";NA;NA;NA;NA;NA;1;1;14;2009
"2010-04-05";"2010_14";"dri";NA;NA;NA;NA;NA;1;1;14;2010
"2011-04-04";"2011_14";"dri";NA;NA;NA;NA;NA;1;1;14;2011
"2012-04-02";"2012_14";"dri";10;NA;NA;NA;NA;1;1;14;2012
"2013-04-01";"2013_14";"dri";4;NA;NA;NA;NA;1;1;14;2013
"2014-03-31";"2014_14";"dri";5;NA;NA;NA;NA;1;1;14;2014
"2015-03-30";"2015_14";"dri";8;NA;NA;NA;NA;1;1;14;2015
"2016-04-04";"2016_14";"dri";7;NA;NA;NA;NA;1;1;14;2016
"2007-04-09";"2007_15";"dri";NA;NA;NA;NA;NA;1;1;15;2007
"2008-04-07";"2008_15";"dri";NA;NA;NA;NA;NA;1;1;15;2008
"2009-04-06";"2009_15";"dri";NA;NA;NA;NA;NA;1;1;15;2009
"2010-04-12";"2010_15";"dri";NA;NA;NA;NA;NA;1;1;15;2010
"2011-04-11";"2011_15";"dri";NA;NA;NA;NA;NA;1;1;15;2011
"2012-04-09";"2012_15";"dri";5;NA;NA;NA;NA;1;1;15;2012
"2013-04-08";"2013_15";"dri";9;NA;NA;NA;NA;1;1;15;2013
"2014-04-07";"2014_15";"dri";10;NA;NA;NA;NA;1;1;15;2014
"2015-04-06";"2015_15";"dri";5;NA;NA;NA;NA;1;1;15;2015
"2016-04-11";"2016_15";"dri";2;NA;NA;NA;NA;1;1;15;2016
"2007-04-16";"2007_16";"dri";NA;NA;NA;NA;NA;1;1;16;2007
"2008-04-14";"2008_16";"dri";NA;NA;NA;NA;NA;1;1;16;2008
"2009-04-13";"2009_16";"dri";NA;NA;NA;NA;NA;1;1;16;2009
"2010-04-19";"2010_16";"dri";NA;NA;NA;NA;NA;1;1;16;2010
"2011-04-18";"2011_16";"dri";NA;NA;NA;NA;NA;1;1;16;2011
"2012-04-16";"2012_16";"dri";6;NA;NA;NA;NA;1;1;16;2012
"2013-04-15";"2013_16";"dri";9;NA;NA;NA;NA;1;1;16;2013
"2014-04-14";"2014_16";"dri";10;NA;NA;NA;NA;1;1;16;2014
"2015-04-13";"2015_16";"dri";15;NA;NA;NA;NA;1;1;16;2015
"2016-04-18";"2016_16";"dri";5;NA;NA;NA;NA;1;1;16;2016
"2007-04-23";"2007_17";"dri";NA;NA;NA;NA;NA;1;1;17;2007
"2008-04-21";"2008_17";"dri";NA;NA;NA;NA;NA;1;1;17;2008
"2009-04-20";"2009_17";"dri";NA;NA;NA;NA;NA;1;1;17;2009
"2010-04-26";"2010_17";"dri";NA;NA;NA;NA;NA;1;1;17;2010
"2011-04-25";"2011_17";"dri";NA;NA;NA;NA;NA;1;1;17;2011
"2012-04-23";"2012_17";"dri";8;NA;NA;NA;NA;1;1;17;2012
"2013-04-22";"2013_17";"dri";9;NA;NA;NA;NA;1;1;17;2013
"2014-04-21";"2014_17";"dri";1;NA;NA;NA;NA;1;1;17;2014
"2015-04-20";"2015_17";"dri";11;NA;NA;NA;NA;1;1;17;2015
"2016-04-25";"2016_17";"dri";4;NA;NA;NA;NA;1;1;17;2016
"2007-04-30";"2007_18";"dri";NA;NA;NA;NA;NA;1;1;18;2007
"2008-04-28";"2008_18";"dri";NA;NA;NA;NA;NA;1;1;18;2008
"2009-04-27";"2009_18";"dri";NA;NA;NA;NA;NA;1;1;18;2009
"2010-05-03";"2010_18";"dri";NA;NA;NA;NA;NA;1;1;18;2010
"2011-05-02";"2011_18";"dri";NA;NA;NA;NA;NA;1;1;18;2011
"2012-04-30";"2012_18";"dri";4;NA;NA;NA;NA;1;1;18;2012
"2013-04-29";"2013_18";"dri";6;NA;NA;NA;NA;1;1;18;2013
"2014-04-28";"2014_18";"dri";4;NA;NA;NA;NA;1;1;18;2014
"2015-04-27";"2015_18";"dri";4;NA;NA;NA;NA;1;1;18;2015
"2016-05-02";"2016_18";"dri";5;NA;NA;NA;NA;1;1;18;2016
"2007-05-07";"2007_19";"dri";NA;NA;NA;NA;NA;1;1;19;2007
"2008-05-05";"2008_19";"dri";NA;NA;NA;NA;NA;1;1;19;2008
"2009-05-04";"2009_19";"dri";NA;NA;NA;NA;NA;1;1;19;2009
"2010-05-10";"2010_19";"dri";NA;NA;NA;NA;NA;1;1;19;2010
"2011-05-09";"2011_19";"dri";NA;NA;NA;NA;NA;1;1;19;2011
"2012-05-07";"2012_19";"dri";7;NA;NA;NA;NA;1;1;19;2012
"2013-05-06";"2013_19";"dri";7;NA;NA;NA;NA;1;1;19;2013
"2014-05-05";"2014_19";"dri";4;NA;NA;NA;NA;1;1;19;2014
"2015-05-04";"2015_19";"dri";6;NA;NA;NA;NA;1;1;19;2015
"2016-05-09";"2016_19";"dri";2;NA;NA;NA;NA;1;1;19;2016
"2007-05-14";"2007_20";"dri";NA;NA;NA;NA;NA;1;1;20;2007
"2008-05-12";"2008_20";"dri";NA;NA;NA;NA;NA;1;1;20;2008
"2009-05-11";"2009_20";"dri";NA;NA;NA;NA;NA;1;1;20;2009
"2010-05-17";"2010_20";"dri";NA;NA;NA;NA;NA;1;1;20;2010
"2011-05-16";"2011_20";"dri";NA;NA;NA;NA;NA;1;1;20;2011
"2012-05-14";"2012_20";"dri";8;NA;NA;NA;NA;1;1;20;2012
"2013-05-13";"2013_20";"dri";14;NA;NA;NA;NA;1;1;20;2013
"2014-05-12";"2014_20";"dri";11;NA;NA;NA;NA;1;1;20;2014
"2015-05-11";"2015_20";"dri";5;NA;NA;NA;NA;1;1;20;2015
"2016-05-16";"2016_20";"dri";9;NA;NA;NA;NA;1;1;20;2016
"2007-05-21";"2007_21";"dri";NA;NA;NA;NA;NA;1;1;21;2007
"2008-05-19";"2008_21";"dri";NA;NA;NA;NA;NA;1;1;21;2008
"2009-05-18";"2009_21";"dri";NA;NA;NA;NA;NA;1;1;21;2009
"2010-05-24";"2010_21";"dri";NA;NA;NA;NA;NA;1;1;21;2010
"2011-05-23";"2011_21";"dri";NA;NA;NA;NA;NA;1;1;21;2011
"2012-05-21";"2012_21";"dri";9;NA;NA;NA;NA;1;1;21;2012
"2013-05-20";"2013_21";"dri";8;NA;NA;NA;NA;1;1;21;2013
"2014-05-19";"2014_21";"dri";10;NA;NA;NA;NA;1;1;21;2014
"2015-05-18";"2015_21";"dri";23;NA;NA;NA;NA;1;1;21;2015
"2016-05-23";"2016_21";"dri";7;NA;NA;NA;NA;1;1;21;2016
"2007-05-28";"2007_22";"dri";NA;NA;NA;NA;NA;1;1;22;2007
"2008-05-26";"2008_22";"dri";NA;NA;NA;NA;NA;1;1;22;2008
"2009-05-25";"2009_22";"dri";NA;NA;NA;NA;NA;1;1;22;2009
"2010-05-31";"2010_22";"dri";NA;NA;NA;NA;NA;1;1;22;2010
"2011-05-30";"2011_22";"dri";NA;NA;NA;NA;NA;1;1;22;2011
"2012-05-28";"2012_22";"dri";3;NA;NA;NA;NA;1;1;22;2012
"2013-05-27";"2013_22";"dri";14;NA;NA;NA;NA;1;1;22;2013
"2014-05-26";"2014_22";"dri";12;NA;NA;NA;NA;1;1;22;2014
"2015-05-25";"2015_22";"dri";13;NA;NA;NA;NA;1;1;22;2015
"2016-05-30";"2016_22";"dri";16;NA;NA;NA;NA;1;1;22;2016
"2007-06-04";"2007_23";"dri";NA;NA;NA;NA;NA;1;1;23;2007
"2008-06-02";"2008_23";"dri";NA;NA;NA;NA;NA;1;1;23;2008
"2009-06-01";"2009_23";"dri";NA;NA;NA;NA;NA;1;1;23;2009
"2010-06-07";"2010_23";"dri";NA;NA;NA;NA;NA;1;1;23;2010
"2011-06-06";"2011_23";"dri";NA;NA;NA;NA;NA;1;1;23;2011
"2012-06-04";"2012_23";"dri";NA;NA;NA;NA;NA;1;1;23;2012
"2013-06-03";"2013_23";"dri";15;NA;NA;NA;NA;1;1;23;2013
"2014-06-02";"2014_23";"dri";14;NA;NA;NA;NA;1;1;23;2014
"2015-06-01";"2015_23";"dri";17;NA;NA;NA;NA;1;1;23;2015
"2016-06-06";"2016_23";"dri";18;NA;NA;NA;NA;1;1;23;2016
"2007-06-11";"2007_24";"dri";NA;NA;NA;NA;NA;1;1;24;2007
"2008-06-09";"2008_24";"dri";NA;NA;NA;NA;NA;1;1;24;2008
